customer_id,recency,frequency,monetary,R,F,M,RFM,segment
C06018,129,19,23780.24,1,5,5,11,Loyal Customers
C06019,46,13,13114.27,3,2,2,7,Potential Loyalists
C06020,11,13,7077.900000000001,5,2,1,8,Potential Loyalists
C06021,24,16,14789.27,4,4,3,11,Loyal Customers
C06022,43,19,19795.5,3,5,4,12,Loyal Customers
C06023,17,9,5454.21,4,1,1,6,At Risk
C06024,13,13,12723.58,4,2,2,8,Potential Loyalists
C06025,48,12,8764.4,2,2,1,5,At Risk
C06026,61,16,18084.94,2,4,4,10,Loyal Customers
C06027,45,12,17662.35,3,2,4,9,Potential Loyalists
C06028,7,20,19167.63,5,5,4,14,Champions
C06029,84,15,15860.45,2,3,3,8,Potential Loyalists
C06030,40,15,17372.61,3,3,4,10,Loyal Customers
C06031,312,13,11385.11,1,2,1,4,Hibernating
C06032,24,16,11819.05,4,4,2,10,Loyal Customers
C06033,102,18,20280.15,1,4,4,9,Potential Loyalists
C06034,10,13,11856.78,5,2,2,9,Potential Loyalists
C06035,103,18,19015.18,1,4,4,9,Potential Loyalists
C06036,10,13,12615.67,5,2,2,9,Potential Loyalists
C06037,148,12,16456.22,1,2,3,6,At Risk
C06038,148,7,4270.16,1,1,1,3,Hibernating
C06039,41,16,18841.04,3,4,4,11,Loyal Customers
C06040,230,6,5881.5599999999995,1,1,1,3,Hibernating
C06041,70,14,11928.42,2,3,2,7,Potential Loyalists
C06042,33,16,19185.670000000002,3,4,4,11,Loyal Customers
C06043,15,17,17851.08,4,4,4,12,Loyal Customers
C06044,34,11,9960.44,3,1,1,5,At Risk
C06045,37,13,10984.380000000001,3,2,1,6,At Risk
C06046,185,13,8554.08,1,2,1,4,Hibernating
C06047,80,14,17141.17,2,3,4,9,Potential Loyalists
C06048,59,17,15506.43,2,4,3,9,Potential Loyalists
C06049,31,18,19894.08,3,4,4,11,Loyal Customers
C06050,81,19,20292.08,2,5,4,11,Loyal Customers
C06051,155,7,5341.1,1,1,1,3,Hibernating
C06052,18,10,4738.91,4,1,1,6,At Risk
C06053,65,17,22668.510000000002,2,4,5,11,Loyal Customers
C06054,6,16,14731.9,5,4,3,12,Loyal Customers
C06055,47,14,16139.029999999999,3,3,3,9,Potential Loyalists
C06056,7,17,14580.21,5,4,3,12,Loyal Customers
C06057,70,19,19801.469999999998,2,5,4,11,Loyal Customers
C06058,24,21,24901.25,4,5,5,14,Champions
C06059,82,15,18156.87,2,3,4,9,Potential Loyalists
C06060,55,19,16151.88,2,5,3,10,Loyal Customers
C06061,46,10,6435.360000000001,3,1,1,5,At Risk
C06062,6,15,15464.619999999999,5,3,3,11,Loyal Customers
C06063,77,18,15429.59,2,4,3,9,Potential Loyalists
C06064,8,11,12092.36,5,1,2,8,Potential Loyalists
C06065,98,12,14450.48,1,2,3,6,At Risk
C06066,209,16,15169.19,1,4,3,8,Potential Loyalists
C06067,34,18,26998.44,3,4,5,12,Loyal Customers
C06068,28,15,18308.11,3,3,4,10,Loyal Customers
C06069,13,13,11703.13,4,2,2,8,Potential Loyalists
C06070,22,11,13389.439999999999,4,1,2,7,Potential Loyalists
C06071,102,14,15583.52,1,3,3,7,Potential Loyalists
C06072,85,15,13091.0,2,3,2,7,Potential Loyalists
C06073,266,17,13473.27,1,4,2,7,Potential Loyalists
C06074,7,22,21912.08,5,5,5,15,Champions
C06075,34,19,20011.28,3,5,4,12,Loyal Customers
C06076,5,16,14592.49,5,4,3,12,Loyal Customers
C06077,25,23,23515.25,4,5,5,14,Champions
C06078,48,13,11288.35,2,2,1,5,At Risk
C06079,18,20,18092.86,4,5,4,13,Champions
C06080,43,11,14757.130000000001,3,1,3,7,Potential Loyalists
C06081,26,18,14855.640000000001,3,4,3,10,Loyal Customers
C06082,8,16,13536.22,5,4,2,11,Loyal Customers
C06083,14,16,22839.0,4,4,5,13,Champions
C06084,119,9,7162.870000000001,1,1,1,3,Hibernating
C06085,1,21,16733.79,5,5,3,13,Champions
C06086,119,17,15421.76,1,4,3,8,Potential Loyalists
C06087,26,14,19999.89,3,3,4,10,Loyal Customers
C06088,10,11,13969.119999999999,5,1,2,8,Potential Loyalists
C06089,24,13,17962.52,4,2,4,10,Loyal Customers
C06090,16,20,18666.84,4,5,4,13,Champions
C06091,25,12,13340.07,4,2,2,8,Potential Loyalists
C06092,17,14,15132.119999999999,4,3,3,10,Loyal Customers
C06093,31,12,8767.26,3,2,1,6,At Risk
C06094,2,19,15812.02,5,5,3,13,Champions
C06095,1,19,23088.41,5,5,5,15,Champions
C06096,36,17,18184.489999999998,3,4,4,11,Loyal Customers
C06097,15,14,10366.3,4,3,1,8,Potential Loyalists
C06098,49,16,19371.04,2,4,4,10,Loyal Customers
C06099,15,12,12511.44,4,2,2,8,Potential Loyalists
C06100,33,14,13717.23,3,3,2,8,Potential Loyalists
C06101,6,15,14138.82,5,3,2,10,Loyal Customers
C06102,2,18,16124.96,5,4,3,12,Loyal Customers
C06103,272,12,15577.470000000001,1,2,3,6,At Risk
C06104,21,23,22041.79,4,5,5,14,Champions
C06105,140,15,14336.58,1,3,2,6,At Risk
C06106,76,16,22695.37,2,4,5,11,Loyal Customers
C06107,194,15,20720.64,1,3,5,9,Potential Loyalists
C06108,64,15,13025.91,2,3,2,7,Potential Loyalists
C06109,59,14,12084.14,2,3,2,7,Potential Loyalists
C06110,1,15,12483.82,5,3,2,10,Loyal Customers
C06111,55,9,8994.31,2,1,1,4,Hibernating
C06112,125,11,11650.130000000001,1,1,2,4,Hibernating
C06113,68,11,6508.37,2,1,1,4,Hibernating
C06114,28,13,15063.44,3,2,3,8,Potential Loyalists
C06115,43,19,23559.43,3,5,5,13,Champions
C06116,29,16,16366.81,3,4,3,10,Loyal Customers
C06117,18,15,18031.71,4,3,4,11,Loyal Customers
C06118,36,23,25654.88,3,5,5,13,Champions
C06119,73,12,10842.63,2,2,1,5,At Risk
C06120,8,10,8826.02,5,1,1,7,Potential Loyalists
C06121,14,18,19109.15,4,4,4,12,Loyal Customers
C06122,2,14,13621.48,5,3,2,10,Loyal Customers
C06123,54,15,15592.04,2,3,3,8,Potential Loyalists
C06124,5,18,23458.53,5,4,5,14,Champions
C06125,176,17,16277.95,1,4,3,8,Potential Loyalists
C06126,270,14,13897.6,1,3,2,6,At Risk
C06127,0,11,10154.15,5,1,1,7,Potential Loyalists
C06128,148,16,20479.54,1,4,5,10,Loyal Customers
C06129,54,19,27438.49,2,5,5,12,Loyal Customers
C06130,18,15,13821.81,4,3,2,9,Potential Loyalists
C06131,93,19,14347.39,1,5,2,8,Potential Loyalists
C06132,56,10,12505.970000000001,2,1,2,5,At Risk
C06133,23,15,16519.63,4,3,3,10,Loyal Customers
C06134,7,24,25433.170000000002,5,5,5,15,Champions
C06135,4,18,19011.64,5,4,4,13,Champions
C06136,82,7,9892.19,2,1,1,4,Hibernating
C06137,46,23,26441.35,3,5,5,13,Champions
C06138,0,17,16109.5,5,4,3,12,Loyal Customers
C06139,188,13,11034.75,1,2,1,4,Hibernating
C06140,8,12,9040.96,5,2,1,8,Potential Loyalists
C06141,43,10,10714.380000000001,3,1,1,5,At Risk
C06142,67,13,18732.739999999998,2,2,4,8,Potential Loyalists
C06143,16,9,14885.36,4,1,3,8,Potential Loyalists
C06144,29,18,18089.79,3,4,4,11,Loyal Customers
C06145,58,18,16954.41,2,4,3,9,Potential Loyalists
C06146,12,24,28905.57,4,5,5,14,Champions
C06147,67,21,18955.09,2,5,4,11,Loyal Customers
C06148,24,16,15883.13,4,4,3,11,Loyal Customers
C06149,7,19,23675.989999999998,5,5,5,15,Champions
C06150,13,13,14996.779999999999,4,2,3,9,Potential Loyalists
C06151,23,13,16741.81,4,2,3,9,Potential Loyalists
C06152,33,13,11264.789999999999,3,2,1,6,At Risk
C06153,119,21,25705.43,1,5,5,11,Loyal Customers
C06154,11,9,8763.5,5,1,1,7,Potential Loyalists
C06155,17,6,4725.45,4,1,1,6,At Risk
C06156,14,12,14559.57,4,2,3,9,Potential Loyalists
C06157,96,15,10844.65,1,3,1,5,At Risk
C06158,59,14,14544.84,2,3,3,8,Potential Loyalists
C06159,22,18,23953.36,4,4,5,13,Champions
C06160,86,22,27531.49,2,5,5,12,Loyal Customers
C06161,215,16,11964.79,1,4,2,7,Potential Loyalists
C06162,4,14,11518.16,5,3,1,9,Potential Loyalists
C06163,35,15,16353.96,3,3,3,9,Potential Loyalists
C06164,8,15,14322.51,5,3,2,10,Loyal Customers
C06165,69,12,19383.5,2,2,4,8,Potential Loyalists
C06166,0,16,17750.13,5,4,4,13,Champions
C06167,1,12,10942.69,5,2,1,8,Potential Loyalists
C06168,24,13,9956.94,4,2,1,7,Potential Loyalists
C06169,1,20,19989.95,5,5,4,14,Champions
C06170,59,15,10652.5,2,3,1,6,At Risk
C06171,22,20,16521.95,4,5,3,12,Loyal Customers
C06172,33,22,18666.239999999998,3,5,4,12,Loyal Customers
C06173,41,14,12810.039999999999,3,3,2,8,Potential Loyalists
C06174,253,15,16345.75,1,3,3,7,Potential Loyalists
C06175,59,12,10488.75,2,2,1,5,At Risk
C06176,152,9,9536.529999999999,1,1,1,3,Hibernating
C06177,17,22,26601.62,4,5,5,14,Champions
C06178,271,11,19920.760000000002,1,1,4,6,At Risk
C06179,45,15,16133.53,3,3,3,9,Potential Loyalists
C06180,50,9,12569.21,2,1,2,5,At Risk
C06181,12,14,16121.18,4,3,3,10,Loyal Customers
C06182,116,16,14216.69,1,4,2,7,Potential Loyalists
C06183,13,11,9520.61,4,1,1,6,At Risk
C06184,193,21,22167.62,1,5,5,11,Loyal Customers
C06185,6,10,12864.95,5,1,2,8,Potential Loyalists
C06186,111,14,15528.82,1,3,3,7,Potential Loyalists
C06187,230,14,15899.99,1,3,3,7,Potential Loyalists
C06188,21,18,20618.63,4,4,5,13,Champions
C06189,58,24,26632.35,2,5,5,12,Loyal Customers
C06190,62,13,12151.3,2,2,2,6,At Risk
C06191,19,18,17662.579999999998,4,4,4,12,Loyal Customers
C06192,42,15,18843.79,3,3,4,10,Loyal Customers
C06193,49,10,12958.189999999999,2,1,2,5,At Risk
C06194,348,11,11951.630000000001,1,1,2,4,Hibernating
C06195,27,14,19276.67,3,3,4,10,Loyal Customers
C06196,73,17,20165.91,2,4,4,10,Loyal Customers
C06197,67,13,12119.18,2,2,2,6,At Risk
C06198,187,17,15983.68,1,4,3,8,Potential Loyalists
C06199,9,24,29760.16,5,5,5,15,Champions
C06200,28,13,9935.24,3,2,1,6,At Risk
C06201,9,21,20087.77,5,5,4,14,Champions
C06202,6,18,20830.35,5,4,5,14,Champions
C06203,28,10,8950.75,3,1,1,5,At Risk
C06204,66,13,14415.86,2,2,3,7,Potential Loyalists
C06205,5,26,26127.11,5,5,5,15,Champions
C06206,22,20,22795.3,4,5,5,14,Champions
C06207,5,24,34875.05,5,5,5,15,Champions
C06208,9,15,20566.199999999997,5,3,5,13,Champions
C06209,100,7,6439.32,1,1,1,3,Hibernating
C06210,20,8,9427.78,4,1,1,6,At Risk
C06211,45,18,20061.24,3,4,4,11,Loyal Customers
C06212,50,13,23755.99,2,2,5,9,Potential Loyalists
C06213,188,14,8824.04,1,3,1,5,At Risk
C06214,72,8,7071.6900000000005,2,1,1,4,Hibernating
C06215,11,14,9873.6,5,3,1,9,Potential Loyalists
C06216,135,17,16261.4,1,4,3,8,Potential Loyalists
C06217,50,28,26948.72,2,5,5,12,Loyal Customers
C06218,39,18,15593.439999999999,3,4,3,10,Loyal Customers
C06219,18,18,19948.23,4,4,4,12,Loyal Customers
C06220,17,11,12842.199999999999,4,1,2,7,Potential Loyalists
C06221,51,12,12543.21,2,2,2,6,At Risk
C06222,6,12,13476.0,5,2,2,9,Potential Loyalists
C06223,3,22,20410.92,5,5,5,15,Champions
C06224,2,14,17142.5,5,3,4,12,Loyal Customers
C06225,6,8,15284.33,5,1,3,9,Potential Loyalists
C06226,52,15,14189.62,2,3,2,7,Potential Loyalists
C06227,125,20,19656.6,1,5,4,10,Loyal Customers
C06228,2,9,7585.91,5,1,1,7,Potential Loyalists
C06229,131,14,15779.45,1,3,3,7,Potential Loyalists
C06230,50,17,20581.85,2,4,5,11,Loyal Customers
C06231,51,17,19130.04,2,4,4,10,Loyal Customers
C06232,18,21,28679.68,4,5,5,14,Champions
C06233,6,15,19487.87,5,3,4,12,Loyal Customers
C06234,16,12,20419.12,4,2,5,11,Loyal Customers
C06235,46,9,9006.289999999999,3,1,1,5,At Risk
C06236,14,15,19383.89,4,3,4,11,Loyal Customers
C06237,91,15,21246.69,1,3,5,9,Potential Loyalists
C06238,206,13,12701.27,1,2,2,5,At Risk
C06239,13,18,14937.06,4,4,3,11,Loyal Customers
C06240,17,15,15165.53,4,3,3,10,Loyal Customers
C06241,54,16,18029.05,2,4,4,10,Loyal Customers
C06242,46,12,17583.59,3,2,4,9,Potential Loyalists
C06243,39,12,18465.67,3,2,4,9,Potential Loyalists
C06244,4,15,16155.67,5,3,3,11,Loyal Customers
C06245,55,18,25837.28,2,4,5,11,Loyal Customers
C06246,59,15,15365.31,2,3,3,8,Potential Loyalists
C06247,212,13,18770.59,1,2,4,7,Potential Loyalists
C06248,130,16,16152.12,1,4,3,8,Potential Loyalists
C06249,24,17,21076.97,4,4,5,13,Champions
C06250,2,18,19677.260000000002,5,4,4,13,Champions
C06251,27,12,22262.35,3,2,5,10,Loyal Customers
C06252,219,12,15989.66,1,2,3,6,At Risk
C06253,195,10,11020.55,1,1,1,3,Hibernating
C06254,12,11,8837.72,4,1,1,6,At Risk
C06255,171,21,30421.24,1,5,5,11,Loyal Customers
C06256,8,16,21209.27,5,4,5,14,Champions
C06257,44,24,26354.2,3,5,5,13,Champions
C06258,27,15,9679.44,3,3,1,7,Potential Loyalists
C06259,47,20,18718.15,3,5,4,12,Loyal Customers
C06260,34,12,16907.45,3,2,3,8,Potential Loyalists
C06261,2,20,21844.170000000002,5,5,5,15,Champions
C06262,34,18,16478.52,3,4,3,10,Loyal Customers
C06263,50,17,13868.53,2,4,2,8,Potential Loyalists
C06264,75,19,24618.18,2,5,5,12,Loyal Customers
C06265,254,18,12737.539999999999,1,4,2,7,Potential Loyalists
C06266,26,19,22968.04,3,5,5,13,Champions
C06267,171,12,17869.62,1,2,4,7,Potential Loyalists
C06268,4,16,9511.23,5,4,1,10,Loyal Customers
C06269,26,14,11714.15,3,3,2,8,Potential Loyalists
C06270,96,15,20102.13,1,3,4,8,Potential Loyalists
C06271,82,17,23535.21,2,4,5,11,Loyal Customers
C06272,0,18,20177.04,5,4,4,13,Champions
C06273,10,19,18785.06,5,5,4,14,Champions
C06274,1,17,24113.07,5,4,5,14,Champions
C06275,97,16,20365.42,1,4,4,9,Potential Loyalists
C06276,106,17,23381.95,1,4,5,10,Loyal Customers
C06277,5,23,24188.41,5,5,5,15,Champions
C06278,52,8,9043.43,2,1,1,4,Hibernating
C06279,43,17,18214.62,3,4,4,11,Loyal Customers
C06280,93,9,8823.85,1,1,1,3,Hibernating
C06281,157,13,12930.720000000001,1,2,2,5,At Risk
C06282,26,27,34161.32,3,5,5,13,Champions
C06283,422,13,15035.63,1,2,3,6,At Risk
C06284,6,15,15186.1,5,3,3,11,Loyal Customers
C06285,18,16,16936.92,4,4,3,11,Loyal Customers
C06286,16,15,18219.36,4,3,4,11,Loyal Customers
C06287,25,15,15687.949999999999,4,3,3,10,Loyal Customers
C06288,26,10,15522.08,3,1,3,7,Potential Loyalists
C06289,3,15,16835.47,5,3,3,11,Loyal Customers
C06290,74,20,18132.329999999998,2,5,4,11,Loyal Customers
C06291,130,15,15489.81,1,3,3,7,Potential Loyalists
C06292,22,11,13716.099999999999,4,1,2,7,Potential Loyalists
C06293,5,18,19718.35,5,4,4,13,Champions
C06294,163,7,11242.33,1,1,1,3,Hibernating
C06295,32,15,14263.449999999999,3,3,2,8,Potential Loyalists
C06296,4,17,20529.010000000002,5,4,5,14,Champions
C06297,77,15,15243.23,2,3,3,8,Potential Loyalists
C06298,37,14,18233.42,3,3,4,10,Loyal Customers
C06299,24,13,12100.17,4,2,2,8,Potential Loyalists
C06300,9,20,15159.41,5,5,3,13,Champions
C06301,38,12,7801.09,3,2,1,6,At Risk
C06302,34,21,19482.03,3,5,4,12,Loyal Customers
C06303,8,9,8626.55,5,1,1,7,Potential Loyalists
C06304,115,12,13763.07,1,2,2,5,At Risk
C06305,181,12,12481.54,1,2,2,5,At Risk
C06306,22,11,8857.76,4,1,1,6,At Risk
C06307,139,19,20150.99,1,5,4,10,Loyal Customers
C06308,23,16,20608.94,4,4,5,13,Champions
C06309,8,15,16062.67,5,3,3,11,Loyal Customers
C06310,64,11,14719.86,2,1,3,6,At Risk
C06311,38,10,12365.3,3,1,2,6,At Risk
C06312,538,10,8260.54,1,1,1,3,Hibernating
C06313,239,17,9713.83,1,4,1,6,At Risk
C06314,26,14,18609.43,3,3,4,10,Loyal Customers
C06315,47,17,14165.789999999999,3,4,2,9,Potential Loyalists
C06316,97,17,16510.09,1,4,3,8,Potential Loyalists
C06317,24,15,21174.45,4,3,5,12,Loyal Customers
C06318,72,11,9470.619999999999,2,1,1,4,Hibernating
C06319,15,11,6195.53,4,1,1,6,At Risk
C06320,109,14,14190.64,1,3,2,6,At Risk
C06321,15,10,11858.17,4,1,2,7,Potential Loyalists
C06322,37,18,24620.43,3,4,5,12,Loyal Customers
C06323,35,22,25464.64,3,5,5,13,Champions
C06324,17,23,24510.940000000002,4,5,5,14,Champions
C06325,0,19,19996.95,5,5,4,14,Champions
C06326,68,13,17221.23,2,2,4,8,Potential Loyalists
C06327,124,13,13712.31,1,2,2,5,At Risk
C06328,124,22,18626.46,1,5,4,10,Loyal Customers
C06329,17,17,16085.02,4,4,3,11,Loyal Customers
C06330,69,14,17338.91,2,3,4,9,Potential Loyalists
C06331,164,16,14117.06,1,4,2,7,Potential Loyalists
C06332,38,16,17385.18,3,4,4,11,Loyal Customers
C06333,3,16,13967.7,5,4,2,11,Loyal Customers
C06334,106,15,18516.25,1,3,4,8,Potential Loyalists
C06335,4,10,13002.78,5,1,2,8,Potential Loyalists
C06336,64,13,13995.15,2,2,2,6,At Risk
C06337,3,14,17328.8,5,3,4,12,Loyal Customers
C06338,115,11,16277.6,1,1,3,5,At Risk
C06339,21,15,17472.69,4,3,4,11,Loyal Customers
C06340,43,14,12338.5,3,3,2,8,Potential Loyalists
C06341,63,18,16491.27,2,4,3,9,Potential Loyalists
C06342,17,18,20094.829999999998,4,4,4,12,Loyal Customers
C06343,65,13,12701.59,2,2,2,6,At Risk
C06344,302,9,6615.95,1,1,1,3,Hibernating
C06345,57,10,7171.5199999999995,2,1,1,4,Hibernating
C06346,83,14,18296.68,2,3,4,9,Potential Loyalists
C06347,14,14,18088.79,4,3,4,11,Loyal Customers
C06348,31,10,5356.01,3,1,1,5,At Risk
C06349,33,12,17827.63,3,2,4,9,Potential Loyalists
C06350,136,14,20564.82,1,3,5,9,Potential Loyalists
C06351,99,10,9220.3,1,1,1,3,Hibernating
C06352,89,16,12811.09,2,4,2,8,Potential Loyalists
C06353,38,23,27756.69,3,5,5,13,Champions
C06354,48,15,17128.17,2,3,4,9,Potential Loyalists
C06355,21,15,13182.21,4,3,2,9,Potential Loyalists
C06356,17,19,18679.19,4,5,4,13,Champions
C06357,48,19,26525.3,2,5,5,12,Loyal Customers
C06358,63,13,8887.119999999999,2,2,1,5,At Risk
C06359,137,14,14352.05,1,3,2,6,At Risk
C06360,7,16,20596.05,5,4,5,14,Champions
C06361,13,18,26257.1,4,4,5,13,Champions
C06362,0,24,25337.92,5,5,5,15,Champions
C06363,93,19,15260.04,1,5,3,9,Potential Loyalists
C06364,1,19,18895.26,5,5,4,14,Champions
C06365,9,19,24383.97,5,5,5,15,Champions
C06366,53,14,14187.12,2,3,2,7,Potential Loyalists
C06367,50,20,23570.11,2,5,5,12,Loyal Customers
C06368,84,12,13453.36,2,2,2,6,At Risk
C06369,17,13,16627.92,4,2,3,9,Potential Loyalists
C06370,21,14,18356.38,4,3,4,11,Loyal Customers
C06371,192,18,29185.52,1,4,5,10,Loyal Customers
C06372,104,11,13782.86,1,1,2,4,Hibernating
C06373,18,15,12540.92,4,3,2,9,Potential Loyalists
C06374,50,10,13573.26,2,1,2,5,At Risk
C06375,17,19,26613.55,4,5,5,14,Champions
C06376,75,8,8908.95,2,1,1,4,Hibernating
C06377,91,12,10897.64,1,2,1,4,Hibernating
C06378,72,9,10333.11,2,1,1,4,Hibernating
C06379,6,20,15670.02,5,5,3,13,Champions
C06380,175,12,11566.84,1,2,2,5,At Risk
C06381,67,9,6646.610000000001,2,1,1,4,Hibernating
C06382,56,13,13731.16,2,2,2,6,At Risk
C06383,17,18,20221.64,4,4,4,12,Loyal Customers
C06384,46,15,11289.75,3,3,1,7,Potential Loyalists
C06385,19,13,13830.49,4,2,2,8,Potential Loyalists
C06386,22,16,17062.96,4,4,4,12,Loyal Customers
C06387,48,17,17589.76,2,4,4,10,Loyal Customers
C06388,251,16,29936.41,1,4,5,10,Loyal Customers
C06389,36,16,18789.54,3,4,4,11,Loyal Customers
C06390,45,14,18010.24,3,3,4,10,Loyal Customers
C06391,25,19,25424.24,4,5,5,14,Champions
C06392,11,18,20232.08,5,4,4,13,Champions
C06393,10,13,14300.449999999999,5,2,2,9,Potential Loyalists
C06394,111,10,11177.76,1,1,1,3,Hibernating
C06395,12,22,27608.47,4,5,5,14,Champions
C06396,45,30,26314.54,3,5,5,13,Champions
C06397,32,22,24268.69,3,5,5,13,Champions
C06398,93,14,17694.14,1,3,4,8,Potential Loyalists
C06399,46,12,11225.800000000001,3,2,1,6,At Risk
C06400,96,9,6364.56,1,1,1,3,Hibernating
C06401,45,14,14878.53,3,3,3,9,Potential Loyalists
C06402,127,14,14406.04,1,3,3,7,Potential Loyalists
C06403,172,8,6437.72,1,1,1,3,Hibernating
C06404,58,17,14706.37,2,4,3,9,Potential Loyalists
C06405,154,7,6335.62,1,1,1,3,Hibernating
C06406,19,19,19336.1,4,5,4,13,Champions
C06407,45,15,13144.04,3,3,2,8,Potential Loyalists
C06408,30,10,12706.509999999998,3,1,2,6,At Risk
C06409,41,16,16866.31,3,4,3,10,Loyal Customers
C06410,150,14,14509.78,1,3,3,7,Potential Loyalists
C06411,5,17,21497.489999999998,5,4,5,14,Champions
C06412,17,16,11142.87,4,4,1,9,Potential Loyalists
C06413,91,15,16248.54,1,3,3,7,Potential Loyalists
C06414,25,20,24455.96,4,5,5,14,Champions
C06415,42,14,12285.5,3,3,2,8,Potential Loyalists
C06416,68,14,14658.72,2,3,3,8,Potential Loyalists
C06417,22,16,16274.25,4,4,3,11,Loyal Customers
C06418,99,14,10337.35,1,3,1,5,At Risk
C06419,25,16,15749.75,4,4,3,11,Loyal Customers
C06420,78,10,9996.47,2,1,1,4,Hibernating
C06421,51,22,27558.09,2,5,5,12,Loyal Customers
C06422,47,18,20087.03,3,4,4,11,Loyal Customers
C06423,10,11,10236.88,5,1,1,7,Potential Loyalists
C06424,17,13,17240.94,4,2,4,10,Loyal Customers
C06425,71,13,16059.31,2,2,3,7,Potential Loyalists
C06426,71,17,20326.9,2,4,4,10,Loyal Customers
C06427,13,18,24538.14,4,4,5,13,Champions
C06428,23,14,17979.329999999998,4,3,4,11,Loyal Customers
C06429,20,18,14809.56,4,4,3,11,Loyal Customers
C06430,65,18,16857.54,2,4,3,9,Potential Loyalists
C06431,7,13,8659.89,5,2,1,8,Potential Loyalists
C06432,38,21,24920.03,3,5,5,13,Champions
C06433,34,24,27548.92,3,5,5,13,Champions
C06434,24,18,19376.14,4,4,4,12,Loyal Customers
C06435,13,21,29118.45,4,5,5,14,Champions
C06436,91,17,16361.64,1,4,3,8,Potential Loyalists
C06437,152,14,14131.2,1,3,2,6,At Risk
C06438,68,13,15430.12,2,2,3,7,Potential Loyalists
C06439,59,15,14652.5,2,3,3,8,Potential Loyalists
C06440,83,16,17258.08,2,4,4,10,Loyal Customers
C06441,31,12,9417.09,3,2,1,6,At Risk
C06442,80,11,10690.84,2,1,1,4,Hibernating
C06443,187,10,8511.15,1,1,1,3,Hibernating
C06444,10,18,15036.130000000001,5,4,3,12,Loyal Customers
C06445,67,9,13352.27,2,1,2,5,At Risk
C06446,90,14,19823.73,2,3,4,9,Potential Loyalists
C06447,9,15,16869.51,5,3,3,11,Loyal Customers
C06448,57,16,17806.45,2,4,4,10,Loyal Customers
C06449,53,15,15201.15,2,3,3,8,Potential Loyalists
C06450,74,14,13344.279999999999,2,3,2,7,Potential Loyalists
C06451,137,10,10357.869999999999,1,1,1,3,Hibernating
C06452,33,10,8040.33,3,1,1,5,At Risk
C06453,191,12,14348.41,1,2,2,5,At Risk
C06454,80,9,6873.15,2,1,1,4,Hibernating
C06455,3,17,20673.21,5,4,5,14,Champions
C06456,70,14,15197.130000000001,2,3,3,8,Potential Loyalists
C06457,5,15,20003.84,5,3,4,12,Loyal Customers
C06458,6,25,22866.74,5,5,5,15,Champions
C06459,171,17,24208.58,1,4,5,10,Loyal Customers
C06460,20,12,11613.1,4,2,2,8,Potential Loyalists
C06461,11,15,14603.48,5,3,3,11,Loyal Customers
C06462,7,14,15923.68,5,3,3,11,Loyal Customers
C06463,46,9,7676.820000000001,3,1,1,5,At Risk
C06464,232,14,16142.26,1,3,3,7,Potential Loyalists
C06465,40,12,15632.609999999999,3,2,3,8,Potential Loyalists
C06466,79,16,20349.14,2,4,4,10,Loyal Customers
C06467,8,17,15903.85,5,4,3,12,Loyal Customers
C06468,17,22,25697.82,4,5,5,14,Champions
C06469,28,16,11951.09,3,4,2,9,Potential Loyalists
C06470,84,10,13345.42,2,1,2,5,At Risk
C06471,57,14,11779.15,2,3,2,7,Potential Loyalists
C06472,11,20,22970.35,5,5,5,15,Champions
C06473,6,16,14097.48,5,4,2,11,Loyal Customers
C06474,1,20,23441.37,5,5,5,15,Champions
C06475,27,15,11262.18,3,3,1,7,Potential Loyalists
C06476,110,14,14757.08,1,3,3,7,Potential Loyalists
C06477,0,10,8039.87,5,1,1,7,Potential Loyalists
C06478,53,13,16073.29,2,2,3,7,Potential Loyalists
C06479,52,13,19938.32,2,2,4,8,Potential Loyalists
C06480,45,13,6459.63,3,2,1,6,At Risk
C06481,25,12,11061.87,4,2,1,7,Potential Loyalists
C06482,24,18,17377.82,4,4,4,12,Loyal Customers
C06483,3,18,14452.49,5,4,3,12,Loyal Customers
C06484,8,13,11137.96,5,2,1,8,Potential Loyalists
C06485,278,12,13442.05,1,2,2,5,At Risk
C06486,66,14,12471.51,2,3,2,7,Potential Loyalists
C06487,1,14,14126.79,5,3,2,10,Loyal Customers
C06488,102,15,13029.86,1,3,2,6,At Risk
C06489,14,17,15396.81,4,4,3,11,Loyal Customers
C06490,68,10,9132.39,2,1,1,4,Hibernating
C06491,16,17,12443.31,4,4,2,10,Loyal Customers
C06492,4,16,19591.58,5,4,4,13,Champions
C06493,136,16,22428.02,1,4,5,10,Loyal Customers
C06494,46,17,15799.53,3,4,3,10,Loyal Customers
C06495,171,12,9424.39,1,2,1,4,Hibernating
C06496,42,19,17275.84,3,5,4,12,Loyal Customers
C06497,9,15,12568.52,5,3,2,10,Loyal Customers
C06498,77,9,16202.33,2,1,3,6,At Risk
C06499,0,12,10722.83,5,2,1,8,Potential Loyalists
C06500,2,18,19381.77,5,4,4,13,Champions
C06501,147,18,14701.17,1,4,3,8,Potential Loyalists
C06502,50,11,9429.56,2,1,1,4,Hibernating
C06503,41,16,17159.33,3,4,4,11,Loyal Customers
C06504,233,12,14721.26,1,2,3,6,At Risk
C06505,32,15,17106.09,3,3,4,10,Loyal Customers
C06506,15,13,14092.5,4,2,2,8,Potential Loyalists
C06507,26,13,10507.92,3,2,1,6,At Risk
C06508,72,12,9109.25,2,2,1,5,At Risk
