customer_id,churn_probability,churn_risk_label,segment
C05087,1.0,High Risk,Hibernating
C05088,0.0,,At Risk
C05089,0.0,,Potential Loyalists
C05090,1.0,High Risk,Hibernating
C05091,0.0,,Potential Loyalists
C05092,0.0,,Loyal Customers
C05093,0.0,,Champions
C05094,0.0,,Loyal Customers
C05095,0.0,,Loyal Customers
C05096,0.008165386210988978,Low Risk,At Risk
C05097,0.0,,At Risk
C05098,0.0,,Loyal Customers
C05099,0.0,,Potential Loyalists
C05100,0.0,,Potential Loyalists
C05101,0.0,,Loyal Customers
C05102,0.0,,Champions
C05103,0.0,,Loyal Customers
C05104,0.0,,At Risk
C05105,0.0,,Potential Loyalists
C05106,0.0,,Loyal Customers
C05107,0.0,,Loyal Customers
C05108,0.0,,Champions
C05109,0.0,,At Risk
C05110,0.0,,Champions
C05111,0.0,,Loyal Customers
C05112,0.0,,Loyal Customers
C05113,0.0,,Potential Loyalists
C05114,0.0,,At Risk
C05115,0.0,,Loyal Customers
C05116,0.0,,Potential Loyalists
C05117,0.0,,Loyal Customers
C05118,0.9995732355505657,High Risk,Potential Loyalists
C05119,0.0,,At Risk
C05120,0.0,,At Risk
C05121,1.0,High Risk,Potential Loyalists
C05122,0.0,,Champions
C05123,0.99,High Risk,At Risk
C05124,0.0,,Loyal Customers
C05125,0.0,,Potential Loyalists
C05126,0.0,,Loyal Customers
C05127,0.0,,Loyal Customers
C05128,1.0,High Risk,Potential Loyalists
C05129,0.0,,Potential Loyalists
C05130,0.0017526787666739551,Low Risk,Hibernating
C05131,0.0,,Loyal Customers
C05132,1.0,High Risk,Loyal Customers
C05133,0.0,,Champions
C05134,1.0,High Risk,Potential Loyalists
C05135,0.0,,Champions
C05136,0.0,,Loyal Customers
C05137,0.0,,Loyal Customers
C05138,1.0,High Risk,Hibernating
C05139,0.0,,Potential Loyalists
C05140,0.0,,Potential Loyalists
C05141,1.0,High Risk,Potential Loyalists
C05142,0.0,,Potential Loyalists
C05143,0.0,,Champions
C05144,0.0,,Loyal Customers
C05145,0.0,,Loyal Customers
C05146,0.0,,Loyal Customers
C05147,0.0,,Loyal Customers
C05148,1.0,High Risk,Hibernating
C05149,0.0,,Potential Loyalists
C05150,0.0,,At Risk
C05151,1.0,High Risk,At Risk
C05152,1.0,High Risk,Potential Loyalists
C05153,1.0,High Risk,Loyal Customers
C05154,0.0,,Potential Loyalists
C05155,0.0,,Loyal Customers
C05156,0.0,,Champions
C05157,0.0,,Loyal Customers
C05158,0.0,,At Risk
C05159,0.0,,At Risk
C05160,0.0,,Loyal Customers
C05161,0.0,,Loyal Customers
C05162,0.0,,Champions
C05163,0.998165386210989,High Risk,Potential Loyalists
C05164,1.0,High Risk,Potential Loyalists
C05165,0.0,,Loyal Customers
C05166,0.0,,Potential Loyalists
C05167,0.0,,Potential Loyalists
C05168,0.0,,Loyal Customers
C05169,0.0,,Champions
C05170,0.0,,Champions
C05171,1.0,High Risk,At Risk
C05172,1.0,High Risk,Hibernating
C05173,0.0,,Loyal Customers
C05174,1.0,High Risk,Hibernating
C05175,0.0,,Champions
C05176,0.0,,At Risk
C05177,0.0,,Champions
C05178,0.0,,Potential Loyalists
C05179,0.0,,At Risk
C05180,1.0,High Risk,Hibernating
C05181,1.0,High Risk,Potential Loyalists
C05182,0.0,,Loyal Customers
C05183,0.0,,Loyal Customers
C05184,0.0,,Loyal Customers
C05185,0.0,,Potential Loyalists
C05186,0.0,,Potential Loyalists
C05187,1.0,High Risk,Hibernating
C05188,0.0,,Potential Loyalists
C05189,0.0,,Hibernating
C05190,0.0,,Potential Loyalists
C05191,0.0,,Potential Loyalists
C05192,0.0,,At Risk
C05193,0.0,,Loyal Customers
C05194,0.0,,Loyal Customers
C05195,0.0,,Potential Loyalists
C05196,0.0,,Champions
C05197,0.0,,Loyal Customers
C05198,0.0,,Champions
C05199,0.0,,At Risk
C05200,0.998165386210989,High Risk,Potential Loyalists
C05201,0.0,,Potential Loyalists
C05202,0.0,,Potential Loyalists
C05203,0.0,,At Risk
C05204,0.0,,Hibernating
C05205,1.0,High Risk,Hibernating
C05206,0.0,,Loyal Customers
C05207,0.0,,Champions
C05208,0.0,,Potential Loyalists
C05209,0.006458315347204238,Low Risk,Potential Loyalists
C05210,0.9946179525851113,High Risk,Potential Loyalists
C05211,0.0,,Loyal Customers
C05212,0.0,,Champions
C05213,0.0,,Loyal Customers
C05214,0.0,,Loyal Customers
C05215,0.0017526787666739551,Low Risk,Hibernating
C05216,0.0,,Potential Loyalists
C05217,0.0,,Loyal Customers
C05218,0.0,,Loyal Customers
C05219,0.0,,Potential Loyalists
C05220,0.0,,Champions
C05221,0.0,,Champions
C05222,1.0,High Risk,Hibernating
C05223,0.0,,Champions
C05224,0.0,,Loyal Customers
C05225,0.0,,At Risk
C05226,0.0,,Champions
C05227,0.0,,Loyal Customers
C05228,0.0,,Potential Loyalists
C05229,0.9950235036038859,High Risk,Hibernating
C05230,0.9995732355505657,High Risk,Potential Loyalists
C05231,0.0,,At Risk
C05232,1.0,High Risk,At Risk
C05233,0.9995732355505657,High Risk,Potential Loyalists
C05234,1.0,High Risk,At Risk
C05235,1.0,High Risk,At Risk
C05236,1.0,High Risk,Potential Loyalists
C05237,1.0,High Risk,Hibernating
C05238,0.0,,Loyal Customers
C05239,1.0,High Risk,Potential Loyalists
C05240,0.0,,Loyal Customers
C05241,0.0,,Loyal Customers
C05242,0.0,,Potential Loyalists
C05243,0.0,,Loyal Customers
C05244,1.0,High Risk,Loyal Customers
C05245,0.0,,Potential Loyalists
C05246,0.0,,Loyal Customers
C05247,0.0,,Potential Loyalists
C05248,0.0,,Loyal Customers
C05249,1.0,High Risk,Potential Loyalists
C05250,1.0,High Risk,Hibernating
C05251,0.0,,At Risk
C05252,0.99,High Risk,Potential Loyalists
C05253,0.0,,Loyal Customers
C05254,0.0,,Loyal Customers
C05255,0.0,,Loyal Customers
C05256,1.0,High Risk,At Risk
C05257,1.0,High Risk,Hibernating
C05258,0.0,,At Risk
C05259,0.0,,Loyal Customers
C05260,1.0,High Risk,Potential Loyalists
C05261,0.0,,Champions
C05262,0.0,,Loyal Customers
C05263,0.0,,Loyal Customers
C05264,0.0,,Potential Loyalists
C05265,0.0,,At Risk
C05266,0.0,,Champions
C05267,0.0,,Potential Loyalists
C05268,0.0,,Loyal Customers
C05269,0.0,,Potential Loyalists
C05270,0.0,,Champions
C05271,0.0,,Loyal Customers
C05272,0.998165386210989,High Risk,Potential Loyalists
C05273,0.0,,Champions
C05274,0.0,,Loyal Customers
C05275,1.0,High Risk,Hibernating
C05276,1.0,High Risk,Potential Loyalists
C05277,0.0,,At Risk
C05278,0.0,,Champions
C05279,1.0,High Risk,Loyal Customers
C05280,0.0,,Champions
C05281,0.0,,Loyal Customers
C05282,0.0,,Loyal Customers
C05283,0.0050235036038859295,Low Risk,Hibernating
C05284,0.0,,Champions
C05285,0.0,,Potential Loyalists
C05286,0.0,,Loyal Customers
C05287,0.0,,Champions
C05288,1.0,High Risk,Hibernating
C05289,0.0,,Loyal Customers
C05290,0.0,,Champions
C05291,0.009575110248152647,Low Risk,Hibernating
C05292,0.0,,Potential Loyalists
C05293,0.0,,Potential Loyalists
C05294,0.011977028174746614,Low Risk,Hibernating
C05295,0.0,,Loyal Customers
C05296,0.0,,At Risk
C05297,1.0,High Risk,Potential Loyalists
C05298,1.0,High Risk,Hibernating
C05299,0.0,,Loyal Customers
C05300,0.0,,Loyal Customers
C05301,0.0,,At Risk
C05302,0.0,,At Risk
C05303,1.0,High Risk,Hibernating
C05304,0.0,,Potential Loyalists
C05305,0.0,,At Risk
C05306,0.0,,Potential Loyalists
C05307,0.0,,Potential Loyalists
C05308,0.0,,At Risk
C05309,0.0,,At Risk
C05310,0.0,,Champions
C05311,1.0,High Risk,Loyal Customers
C05312,0.0,,At Risk
C05313,0.0,,Champions
C05314,0.0,,Loyal Customers
C05315,0.0,,Champions
C05316,0.0,,Loyal Customers
C05317,0.0,,Potential Loyalists
C05318,0.0,,At Risk
C05319,0.008165386210988978,Low Risk,Potential Loyalists
C05320,0.0,,Potential Loyalists
C05321,0.0,,Loyal Customers
C05322,0.0,,Champions
C05323,0.0,,Loyal Customers
C05324,0.0,,Potential Loyalists
C05325,0.998165386210989,High Risk,At Risk
C05326,0.0,,Potential Loyalists
C05327,1.0,High Risk,Hibernating
C05328,0.0,,Champions
C05329,0.0,,Potential Loyalists
C05330,1.0,High Risk,Potential Loyalists
C05331,1.0,High Risk,Potential Loyalists
C05332,0.0,,Loyal Customers
C05333,0.0,,At Risk
C05334,0.0,,Loyal Customers
C05335,0.0,,Loyal Customers
C05336,0.0,,Champions
C05337,0.0,,At Risk
C05338,0.0,,Loyal Customers
C05339,1.0,High Risk,Potential Loyalists
C05340,0.0,,Champions
C05341,1.0,High Risk,Hibernating
C05342,0.0,,Loyal Customers
C05343,0.0,,Champions
C05344,0.0,,Loyal Customers
C05345,0.0,,Loyal Customers
C05346,0.0,,Loyal Customers
C05347,0.0,,At Risk
C05348,0.0,,Champions
C05349,0.0,,Champions
C05350,0.0,,Potential Loyalists
C05351,0.0,,Champions
C05352,0.0,,Champions
C05353,0.0,,Loyal Customers
C05354,0.0,,Potential Loyalists
C05355,0.0,,Champions
C05356,0.0,,At Risk
C05357,0.0,,At Risk
C05358,0.0,,Potential Loyalists
C05359,0.0,,Champions
C05360,0.0,,Champions
C05361,0.0,,Loyal Customers
C05362,0.0,,Potential Loyalists
C05363,0.0,,Champions
C05364,0.0,,Champions
C05365,0.0,,Champions
C05366,0.0,,Loyal Customers
C05367,0.0,,Champions
C05368,1.0,High Risk,Hibernating
C05369,0.0,,At Risk
C05370,0.0,,Loyal Customers
C05371,1.0,High Risk,Hibernating
C05372,1.0,High Risk,Potential Loyalists
C05373,0.0,,At Risk
C05374,0.0,,Champions
C05375,0.0,,Potential Loyalists
C05376,0.0,,Champions
C05377,0.998165386210989,High Risk,At Risk
C05378,0.0,,Potential Loyalists
C05379,0.0,,Potential Loyalists
C05380,0.0,,At Risk
C05381,0.0,,Potential Loyalists
C05382,0.0,,Loyal Customers
C05383,0.0,,Loyal Customers
C05384,0.0,,Champions
C05385,0.0,,Loyal Customers
C05386,0.0,,Loyal Customers
C05387,0.0,,Potential Loyalists
C05388,0.0,,Loyal Customers
C05389,0.0,,At Risk
C05390,0.0,,Champions
C05391,1.0,High Risk,Hibernating
C05392,0.0,,Potential Loyalists
C05393,0.0,,At Risk
C05394,0.0,,At Risk
C05395,0.0,,Champions
C05396,0.0,,Loyal Customers
C05397,0.0,,Loyal Customers
C05398,0.0,,Potential Loyalists
C05399,0.0,,Loyal Customers
C05400,0.0,,Loyal Customers
C05401,0.0,,Potential Loyalists
C05402,0.0,,Potential Loyalists
C05403,0.0,,Champions
C05404,0.0,,Loyal Customers
C05405,0.0,,At Risk
C05406,0.0,,Loyal Customers
C05407,0.0,,Loyal Customers
C05408,0.0,,At Risk
C05409,0.0,,Champions
C05410,0.0,,Loyal Customers
C05411,0.0,,Champions
C05412,0.0050235036038859295,Low Risk,Hibernating
C05413,0.0,,Loyal Customers
C05414,1.0,High Risk,At Risk
C05415,0.0,,Loyal Customers
C05416,0.0,,Loyal Customers
C05417,0.0,,At Risk
C05418,0.99,High Risk,At Risk
C05419,0.998165386210989,High Risk,At Risk
C05420,0.0,,Potential Loyalists
C05421,0.0,,Potential Loyalists
C05422,0.0,,At Risk
C05423,0.0,,Potential Loyalists
C05424,0.0,,Potential Loyalists
C05425,0.009573235550565554,Low Risk,Potential Loyalists
C05426,0.0,,Loyal Customers
C05427,0.0,,Potential Loyalists
C05428,0.9995732355505657,High Risk,Potential Loyalists
C05429,1.0,High Risk,At Risk
C05430,0.0,,Potential Loyalists
C05431,0.0,,Loyal Customers
C05432,1.0,High Risk,Potential Loyalists
C05433,0.0,,At Risk
C05434,0.0,,Champions
C05435,0.0,,Loyal Customers
C05436,0.0,,Loyal Customers
C05437,0.0,,Champions
C05438,0.0,,Potential Loyalists
C05439,0.0,,Champions
C05440,1.0,High Risk,Hibernating
C05441,0.0,,Potential Loyalists
C05442,0.0,,Loyal Customers
C05443,0.0,,Champions
C05444,0.0,,Loyal Customers
C05445,0.0,,At Risk
C05446,0.0,,Potential Loyalists
C05447,0.0,,At Risk
C05448,0.0,,Potential Loyalists
C05449,0.0,,Loyal Customers
C05450,0.0,,Loyal Customers
C05451,0.0,,Loyal Customers
C05452,1.0,High Risk,Hibernating
C05453,0.0,,Champions
C05454,0.0,,Loyal Customers
C05455,1.0,High Risk,Hibernating
C05456,0.0,,Loyal Customers
C05457,1.0,High Risk,At Risk
C05458,0.0,,Potential Loyalists
C05459,1.0,High Risk,Hibernating
C05460,0.0,,Potential Loyalists
C05461,0.0,,Loyal Customers
C05462,0.0,,Potential Loyalists
C05463,0.0,,Champions
C05464,1.0,High Risk,Potential Loyalists
C05465,1.0,High Risk,Hibernating
C05466,0.0,,Potential Loyalists
C05467,0.0,,Loyal Customers
C05468,0.0,,Potential Loyalists
C05469,0.0,,Potential Loyalists
C05470,1.0,High Risk,Potential Loyalists
C05471,0.0,,Loyal Customers
C05472,0.0,,Champions
C05473,1.0,High Risk,Hibernating
C05474,0.0,,Potential Loyalists
C05475,0.0,,At Risk
C05476,0.0,,Champions
C05477,0.0,,Loyal Customers
C05478,0.0,,Champions
C05479,0.0,,Loyal Customers
C05480,0.0,,Potential Loyalists
C05481,0.0,,Champions
C05482,0.0,,Champions
C05483,0.0,,Champions
C05484,0.0,,Potential Loyalists
C05485,0.0,,Potential Loyalists
C05486,0.0,,Champions
C05487,0.0,,Potential Loyalists
C05488,0.0,,Loyal Customers
C05489,0.0,,Potential Loyalists
C05490,0.0,,Loyal Customers
C05491,0.998165386210989,High Risk,At Risk
C05492,1.0,High Risk,Hibernating
C05493,0.0,,Loyal Customers
C05494,0.0,,Potential Loyalists
C05495,0.0,,Loyal Customers
C05496,1.0,High Risk,Loyal Customers
C05497,0.0,,Potential Loyalists
C05498,1.0,High Risk,Hibernating
C05499,0.0,,Loyal Customers
C05500,0.0,,Loyal Customers
C05501,0.0,,Loyal Customers
C05502,0.0,,At Risk
C05503,0.0,,Loyal Customers
C05504,0.0,,Loyal Customers
C05505,1.0,High Risk,Hibernating
C05506,0.0,,Loyal Customers
C05507,0.0,,Loyal Customers
C05508,1.0,High Risk,Hibernating
C05509,0.0,,Loyal Customers
C05510,0.0,,Loyal Customers
C05511,1.0,High Risk,At Risk
C05512,1.0,High Risk,Hibernating
C05513,0.0,,At Risk
C05514,0.0,,Champions
C05515,1.0,High Risk,At Risk
C05516,0.0,,Potential Loyalists
C05517,0.0,,At Risk
C05518,1.0,High Risk,Loyal Customers
C05519,1.0,High Risk,At Risk
C05520,0.0,,Loyal Customers
C05521,1.0,High Risk,Potential Loyalists
C05522,0.0,,Potential Loyalists
C05523,1.0,High Risk,At Risk
C05524,1.0,High Risk,Hibernating
C05525,0.0,,At Risk
C05526,0.0,,Potential Loyalists
C05527,1.0,High Risk,Potential Loyalists
C05528,0.0,,Champions
C05529,1.0,High Risk,Hibernating
C05530,0.0,,At Risk
C05531,0.0,,At Risk
C05532,0.99742542153048,High Risk,Hibernating
C05533,1.0,High Risk,Loyal Customers
C05534,1.0,High Risk,Hibernating
C05535,0.0,,At Risk
C05536,0.0,,Loyal Customers
C05537,0.0,,Potential Loyalists
C05538,0.9995732355505657,High Risk,Potential Loyalists
C05539,0.0,,Potential Loyalists
C05540,0.0,,At Risk
C05541,0.0,,Potential Loyalists
C05542,0.0,,Loyal Customers
C05543,0.0,,Champions
C05544,0.0,,Potential Loyalists
C05545,0.0,,Potential Loyalists
C05546,0.0,,Loyal Customers
C05547,0.0,,Potential Loyalists
C05548,1.0,High Risk,At Risk
C05549,0.0,,Loyal Customers
C05550,0.0,,Loyal Customers
C05551,0.0,,Loyal Customers
C05552,0.0,,Champions
C05553,0.0,,Champions
C05554,0.0,,Loyal Customers
C05555,0.0,,Loyal Customers
C05556,0.00461795258511125,Low Risk,Potential Loyalists
C05557,1.0,High Risk,At Risk
C05558,0.0,,Hibernating
C05559,1.0,High Risk,At Risk
C05560,1.0,High Risk,Hibernating
C05561,0.0,,Loyal Customers
C05562,1.0,High Risk,Hibernating
C05563,0.0,,Potential Loyalists
C05564,0.0,,Champions
C05565,0.0,,Loyal Customers
C05566,0.00461795258511125,Low Risk,Potential Loyalists
C05567,1.0,High Risk,Hibernating
C05568,1.0,High Risk,Hibernating
C05569,0.0,,Loyal Customers
C05570,0.0,,Loyal Customers
C05571,0.0,,Potential Loyalists
C05572,0.0,,Loyal Customers
C05573,0.0,,Champions
C05574,0.0,,Loyal Customers
C05575,0.0,,Loyal Customers
C05576,0.0,,At Risk
C05577,0.0,,At Risk
C05578,0.0,,Loyal Customers
C05579,0.0,,Potential Loyalists
C05580,0.0,,Potential Loyalists
C05581,0.00461795258511125,Low Risk,Potential Loyalists
C05582,0.0,,Loyal Customers
C05583,0.9964583153472043,High Risk,At Risk
C05584,0.0,,At Risk
C05585,0.0,,Potential Loyalists
C05586,0.0,,Loyal Customers
C05587,0.0,,Potential Loyalists
C05588,0.0,,Champions
C05589,0.0,,At Risk
C05590,0.0,,Loyal Customers
C05591,0.0,,At Risk
C05592,0.0,,Loyal Customers
C05593,0.0,,Loyal Customers
C05594,0.0,,Potential Loyalists
C05595,0.0,,Champions
C05596,1.0,High Risk,Hibernating
C05597,0.0,,Loyal Customers
C05598,0.0,,Potential Loyalists
C05599,0.0,,Loyal Customers
C05600,1.0,High Risk,Potential Loyalists
C05601,0.0,,At Risk
C05602,0.0,,Champions
C05603,0.0,,At Risk
C05604,0.0,,Potential Loyalists
C05605,0.0,,Champions
C05606,0.0,,Potential Loyalists
C05607,0.0,,Loyal Customers
C05608,0.0,,Potential Loyalists
C05609,0.0,,At Risk
C05610,0.0,,At Risk
C05611,1.0,High Risk,Loyal Customers
C05612,0.0,,Potential Loyalists
C05613,0.0,,Champions
C05614,0.0,,At Risk
C05615,0.0,,At Risk
C05616,0.0,,Loyal Customers
C05617,1.0,High Risk,Potential Loyalists
C05618,0.0,,Loyal Customers
C05619,0.0,,At Risk
C05620,0.0,,Loyal Customers
C05621,0.0,,Champions
C05622,0.0,,Hibernating
C05623,0.0,,Loyal Customers
C05624,0.0,,Loyal Customers
C05625,0.007425421530479895,Low Risk,Hibernating
C05626,0.0,,Potential Loyalists
C05627,0.008165386210988978,Low Risk,Potential Loyalists
C05628,0.0,,Potential Loyalists
C05629,0.0,,Champions
C05630,0.0,,Potential Loyalists
C05631,0.0,,Loyal Customers
C05632,0.0,,Loyal Customers
C05633,1.0,High Risk,Potential Loyalists
C05634,1.0,High Risk,Potential Loyalists
C05635,0.0,,Potential Loyalists
C05636,0.0,,At Risk
C05637,1.0,High Risk,At Risk
C05638,0.0,,Champions
C05639,0.0,,At Risk
C05640,0.0,,Loyal Customers
C05641,0.0,,Potential Loyalists
C05642,1.0,High Risk,Loyal Customers
C05643,0.99,High Risk,Potential Loyalists
C05644,0.008165386210988978,Low Risk,Potential Loyalists
C05645,0.0,,Potential Loyalists
C05646,0.0,,Loyal Customers
C05647,1.0,High Risk,Hibernating
C05648,0.0,,Potential Loyalists
C05649,0.0,,Potential Loyalists
C05650,0.0,,Potential Loyalists
C05651,0.0,,Champions
C05652,0.0,,Potential Loyalists
C05653,1.0,High Risk,Hibernating
C05654,0.0,,Potential Loyalists
C05655,0.0,,Loyal Customers
C05656,0.0,,Champions
C05657,0.0,,Potential Loyalists
C05658,0.0,,At Risk
C05659,1.0,High Risk,Hibernating
C05660,0.0,,Loyal Customers
C05661,0.0,,Champions
C05662,0.0,,Champions
C05663,0.0,,Hibernating
C05664,0.0,,At Risk
C05665,1.0,High Risk,Hibernating
C05666,0.0,,Loyal Customers
C05667,0.0,,Loyal Customers
C05668,0.0,,Loyal Customers
C05669,0.0,,Potential Loyalists
C05670,0.0,,Loyal Customers
C05671,0.0,,Loyal Customers
C05672,0.0,,Potential Loyalists
C05673,0.0,,Loyal Customers
C05674,0.0,,Loyal Customers
C05675,0.0,,Loyal Customers
C05676,0.0,,Loyal Customers
C05677,0.0,,Loyal Customers
C05678,0.0,,Champions
C05679,0.0,,At Risk
C05680,0.0,,Potential Loyalists
C05681,1.0,High Risk,Hibernating
C05682,1.0,High Risk,Potential Loyalists
C05683,0.0,,At Risk
C05684,0.0,,Loyal Customers
C05685,0.0,,Champions
C05686,0.0,,Potential Loyalists
C05687,0.0,,Loyal Customers
C05688,0.0,,Champions
C05689,0.0,,Potential Loyalists
C05690,0.0,,Potential Loyalists
C05691,0.0,,Champions
C05692,1.0,High Risk,Potential Loyalists
C05693,0.998165386210989,High Risk,Potential Loyalists
C05694,0.0,,Loyal Customers
C05695,0.0,,Champions
C05696,0.0,,Potential Loyalists
C05697,0.0,,At Risk
C05698,0.0,,Champions
C05699,0.0,,Potential Loyalists
C05700,0.0,,Potential Loyalists
C05701,0.0,,Potential Loyalists
C05702,0.0,,Champions
C05703,0.0,,Champions
C05704,0.0,,Champions
C05705,1.0,High Risk,Potential Loyalists
C05706,0.0,,Loyal Customers
C05707,1.0,High Risk,Loyal Customers
C05708,0.007425421530479895,Low Risk,Hibernating
C05709,1.0,High Risk,Potential Loyalists
C05710,0.0,,Potential Loyalists
C05711,0.0,,Loyal Customers
C05712,0.009573235550565554,Low Risk,Potential Loyalists
C05713,0.0,,Potential Loyalists
C05714,0.0,,At Risk
C05715,1.0,High Risk,Hibernating
C05716,0.0,,Loyal Customers
C05717,0.0,,Potential Loyalists
C05718,0.0,,Loyal Customers
C05719,0.0,,Potential Loyalists
C05720,1.0,High Risk,Potential Loyalists
C05721,0.0,,Potential Loyalists
C05722,0.0,,At Risk
C05723,1.0,High Risk,Hibernating
C05724,0.0,,Loyal Customers
C05725,0.0,,Loyal Customers
C05726,0.0,,At Risk
C05727,0.0,,Potential Loyalists
C05728,1.0,High Risk,Potential Loyalists
C05729,0.9950235036038859,High Risk,Hibernating
C05730,0.0,,Potential Loyalists
C05731,1.0,High Risk,At Risk
C05732,0.0,,At Risk
C05733,0.0,,At Risk
C05734,0.0,,Champions
C05735,0.0,,Champions
C05736,0.0,,Loyal Customers
C05737,1.0,High Risk,Hibernating
C05738,0.0,,Potential Loyalists
C05739,0.0,,At Risk
C05740,0.0,,At Risk
C05741,1.0,High Risk,Hibernating
C05742,0.0,,Potential Loyalists
C05743,0.0,,Loyal Customers
C05744,0.0,,Loyal Customers
C05745,0.0,,Loyal Customers
C05746,0.0,,Potential Loyalists
C05747,0.0,,Champions
C05748,0.0,,At Risk
C05749,1.0,High Risk,Hibernating
C05750,0.0,,Loyal Customers
C05751,0.0,,Potential Loyalists
C05752,0.0,,Loyal Customers
C05753,0.0,,At Risk
C05754,0.0,,Potential Loyalists
C05755,0.0,,Loyal Customers
C05756,0.0,,Loyal Customers
C05757,0.0,,Champions
C05758,0.0,,Champions
C05759,0.008165386210988978,Low Risk,Potential Loyalists
C05760,1.0,High Risk,Hibernating
C05761,0.0,,Potential Loyalists
C05762,1.0,High Risk,Hibernating
C05763,1.0,High Risk,Hibernating
C05764,0.0,,Loyal Customers
C05765,0.0,,Champions
C05766,0.0,,At Risk
C05767,0.0,,Potential Loyalists
C05768,1.0,High Risk,Hibernating
C05769,1.0,High Risk,Hibernating
C05770,0.0,,Champions
C05771,0.0,,Loyal Customers
C05772,0.0,,Potential Loyalists
C05773,0.0,,Champions
C05774,0.0,,Loyal Customers
C05775,0.0,,Loyal Customers
C05776,0.0,,Champions
C05777,0.0,,Champions
C05778,0.007425421530479895,Low Risk,Hibernating
C05779,0.0,,At Risk
C05780,0.0,,Potential Loyalists
C05781,0.0,,Loyal Customers
C05782,0.0,,At Risk
C05783,1.0,High Risk,Hibernating
C05784,0.0,,Champions
C05785,0.0,,Loyal Customers
C05786,1.0,High Risk,Potential Loyalists
C05787,0.0,,Loyal Customers
C05788,0.0,,Loyal Customers
C05789,1.0,High Risk,Potential Loyalists
C05790,0.0,,Loyal Customers
C05791,0.0,,Loyal Customers
C05792,0.0,,Champions
C05793,0.0,,Potential Loyalists
C05794,1.0,High Risk,Potential Loyalists
C05795,0.0,,At Risk
C05796,0.998165386210989,High Risk,At Risk
C05797,1.0,High Risk,Potential Loyalists
C05798,0.0,,Potential Loyalists
C05799,0.0,,Loyal Customers
C05800,0.0,,Potential Loyalists
C05801,0.0,,Loyal Customers
C05802,0.0,,Potential Loyalists
C05803,0.0,,At Risk
C05804,0.0,,Champions
C05805,0.0,,Champions
C05806,0.0,,Loyal Customers
C05807,0.0,,Champions
C05808,0.0,,Loyal Customers
C05809,1.0,High Risk,Potential Loyalists
C05810,0.0,,Loyal Customers
C05811,0.0,,Loyal Customers
C05812,0.0,,Loyal Customers
C05813,0.0,,Champions
C05814,0.0,,Loyal Customers
C05815,0.0,,Champions
C05816,0.0,,Potential Loyalists
C05817,0.0,,Loyal Customers
C05818,0.9995732355505657,High Risk,Potential Loyalists
C05819,0.0,,Champions
C05820,0.998165386210989,High Risk,Potential Loyalists
C05821,0.9964583153472043,High Risk,Potential Loyalists
C05822,1.0,High Risk,Potential Loyalists
C05823,0.0,,Champions
C05824,0.0,,Champions
C05825,0.0,,Champions
C05826,1.0,High Risk,Potential Loyalists
C05827,0.0,,Hibernating
C05828,0.0,,Potential Loyalists
C05829,0.0,,Potential Loyalists
C05830,0.0,,Potential Loyalists
C05831,1.0,High Risk,At Risk
C05832,1.0,High Risk,At Risk
C05833,0.0,,Potential Loyalists
C05834,0.0,,At Risk
C05835,0.0,,Loyal Customers
C05836,0.0,,Loyal Customers
C05837,0.9964583153472043,High Risk,At Risk
C05838,0.0,,Loyal Customers
C05839,0.0,,Loyal Customers
C05840,0.0,,Potential Loyalists
C05841,0.998165386210989,High Risk,Potential Loyalists
C05842,0.0,,Loyal Customers
C05843,0.0,,Loyal Customers
C05844,0.0,,At Risk
C05845,0.0,,Potential Loyalists
C05846,0.0,,Potential Loyalists
C05847,0.0,,Champions
C05848,0.0,,Potential Loyalists
C05849,0.008165386210988978,Low Risk,At Risk
C05850,0.0,,At Risk
C05851,0.998165386210989,High Risk,At Risk
C05852,0.0,,Loyal Customers
C05853,0.0,,Potential Loyalists
C05854,0.0,,Loyal Customers
C05855,0.0,,Loyal Customers
C05856,0.0,,Champions
C05857,0.0,,Loyal Customers
C05858,0.0,,Champions
C05859,0.0,,Champions
C05860,0.0,,Loyal Customers
C05861,0.0,,At Risk
C05862,0.0,,Champions
C05863,0.0,,Potential Loyalists
C05864,0.0,,Loyal Customers
C05865,0.0,,Loyal Customers
C05866,0.0,,Loyal Customers
C05867,0.0,,Potential Loyalists
C05868,0.0,,Champions
C05869,1.0,High Risk,Hibernating
C05870,0.0,,Potential Loyalists
C05871,1.0,High Risk,Hibernating
C05872,0.0,,Loyal Customers
C05873,0.0,,At Risk
C05874,0.0,,Potential Loyalists
C05875,0.0,,Champions
C05876,0.0,,Loyal Customers
C05877,0.0,,Loyal Customers
C05878,0.0,,Loyal Customers
C05879,1.0,High Risk,At Risk
C05880,0.998165386210989,High Risk,At Risk
C05881,0.0,,At Risk
C05882,0.0,,Champions
C05883,0.0,,Champions
C05884,0.0,,Loyal Customers
C05885,1.0,High Risk,Potential Loyalists
C05886,0.0,,At Risk
C05887,0.0,,Loyal Customers
C05888,0.0,,Potential Loyalists
C05889,0.0,,Champions
C05890,0.0,,Loyal Customers
C05891,0.0,,Champions
C05892,0.9995732355505657,High Risk,Potential Loyalists
C05893,1.0,High Risk,Potential Loyalists
C05894,0.0,,Loyal Customers
C05895,0.0,,Loyal Customers
C05896,1.0,High Risk,Potential Loyalists
C05897,0.0,,Loyal Customers
C05898,0.0,,Loyal Customers
